Tweet,Cooking/Baking Event,Edible or not,Output Quality,Tweet_id
so it turns out baking has weird results when you don't have a working scale... #bakingfail,yes,no,NA,452856542308868096
This is the first time I've baked something and they've come out horribly wrong. I'm so upset #BakingFail,yes,no,NA,452308261342294016
Raw easter loaf anyone? #bakingfail,yes,no,NA,450298835559256064
That moment when the your experiences and the experiences of the person who wrote the recipe are completely different. #bakingFail,yes,no,NA,450062620595617792
Forgot about the cookies in the oven....  #bakingfail,yes,no,NA,449355037643247617
Think my bin will be getting well fed tonight. #bakingfail,yes,no,NA,449260309694644224
"@HuffPostFood Wow!!! We are going to attempt these, but we feel a #bakingfail coming on! #kitchennightmares #youvebeenwarned",yes,no,NA,449146458768302080
Weird stuff happens when you swap coconut oil for butter whilst baking #bakingfail,yes,no,NA,447591368601264129
Making tarte tatin. Forgot what I was doing and put the pastry in the dish first. Falling at first fence here. #bakingfail,yes,no,NA,447423598161321984
That moment when you're done putting the ingredients in the mixer and you realize you used a tbsp instead of a tsp. #bakingfail,yes,no,NA,447369089426939906
@robynpike I would have baked cookies had I any vanilla left. Womp womp. #bakingfail,yes,no,NA,447133129120444416
Thing I learned today: chocolate sponge recipes are no good for chocolate cupcakes. #bakingfail,yes,no,NA,446980155551264768
@sheenadevlin :-) thanks Sheena we are all enjoying the creative potential of our African theme! how could I forget the bagels! #BakingFail,yes,no,NA,446005037454856192
Should of trusted my gut and just bought a cookie cake #bakingfail,yes,no,NA,445672808773722112
Baking a cake and first got egg on my shirt....then the fn cake mix....15mn later I realized cake mix was on my fn elbow wtf #bakingfail,yes,no,NA,425783226762665984
Looks like I'm getting up early for a do-over to contribute to tomorrow's arvo tea #bakingfail #newrecipe #tryagain,yes,no,NA,425595902741331968
Top tip. Don't lean against the front of the oven and accidentally turn the oven from 170 to 300 with your bum. #bakingfail,yes,no,NA,424956863487418368
What are the chances that my underdone cookie-topped brownie will be resurrected if I put it back in after cooling? #BakingFail,yes,no,NA,423926574938083328
Every time I try making something new for the first time it's a disaster.  #bakingfail,yes,no,NA,423572813409042432
I am so bad at making brownies #bakingfail,yes,no,NA,423339085474717696
"Dumped yeast that wouldn't proof, realized during do-over I'd forgotten to feed it. #bakingfail #feelingflakey",yes,no,NA,422818425837076480
"How does one completely screw up a Betty Crocker brownie mix? Well, grab a seat and let me tell you... #bakingfail",yes,no,NA,421828744014094336
@GallowayChilli unfortunately not organised to have actually baked any yet! :/ #bakingfail,yes,no,NA,421766035835207680
So tragic news.... the new muffin loaf mix is terrible NOOOOOOO #BakingFail,yes,no,NA,420316099582763009
@loveandoliveoil do you have peanuts? could be time for some good ol food processing to turn your #bakingfail into a #bakingwin.,yes,no,NA,419666724527427585
FOUR jars of almond butter and not a single jar of peanut butter. #bakingfail,yes,no,NA,419666175904083968
@Natalie_1973 Oh no! It's just rubbish isn't it! #bakingfail,yes,no,NA,419531233522352129
Stupid Pinterest I give up! Going to bed smelling of shame and peanut butter. #bakingfail #pinterestfail #peanutbutter,yes,no,NA,419042257690324993
"I have approximately 300 mini-cupcake liners, but none of regular size. #bakingfail",yes,no,NA,418944975015923712
"Made an experimental pancakes, fig, mascarpone and white chocolate cake. And threw it in the bin after the first bite! #BakingFail",yes,no,NA,418894881244061696
#BakingFail no homemade chocolate chip cookies today... will make em 2morro,yes,no,NA,418161853961760768
Scratch that. No baking soda. #bakingfail,yes,no,NA,417381223686615040
I FORGOT THE SUGAR!! Argh. #bakingfail,yes,no,NA,417315265680920576
"I didn't have a hand mixer or cookie sheets, among other things. #bakingfail",yes,no,NA,416712172136198144
"Just thought, I never did make any mince pies this year #bakingfail #dietwin",yes,no,NA,416572008915546112
Organic GF bars: almond butter+chia seeds+oats+agave+dried cherries+macadamias+dark choc. How could that go wrong...right? #bakingfail #ooof,yes,no,NA,415676808408104960
"Dancing in the kitchen w/Em waiting for frozen butter to thaw. #bakingfail On the upside, she's learning more about the Beatles &amp; the 80s :)",yes,no,NA,415607354453807104
Burned my ganache. #bakingfail,yes,no,NA,415285248319311872
When you accidentally use regular sugar instead of confectioners #bakingfail,yes,no,NA,415265276247031809
"Note to self: wax paper is not oven-safe. Parchment paper, on the other hand, is. #bakingwithoutbachour #bakingfail",yes,no,NA,415214235795607553
Funny how leaving out a measly tsp of baking soda can ruin a batch of Christmas gifts. #bakingfail,yes,no,NA,415146977090084864
Not every recipe you get off Pinterest is good  #bakingfail,yes,no,NA,414976413330976768
Why aren't these brownies baking?! #bakingfail!,yes,no,NA,414904509484515328
How do I have every kind of chocolate chip except semi sweet? #bakingFail,yes,no,NA,414601037186465792
Apparently confectioners sugar means powdered sugar #bakingfail #whoops #fb,yes,no,NA,414580324056592385
Turns out 6 cups of sugar does not produce the same product as 1 cup of sugar. #oops #bakingfail  #whoknew,yes,no,NA,413888672983810048
How can stores sell out of candy canes?!? Seriously?!? Ugh! #BakingFail #NotGivingUp,yes,no,NA,413876539881570305
@MindyBerreman remember the time you put ground mustard in pumpkin pie bc you thought it was ginger? #bakingfail #bakingmemories,yes,no,NA,413718492697747456
Only I would screw up making brownies. #bakingfail,yes,no,NA,413459783371747328
12 mince pies upside down on the floor #bakingfail,yes,no,NA,413442819899293696
So happy I got to spend my first night back in Bloomington with my best friend @Santiago_Cassie #twins #bakingfail #lol,yes,no,NA,413200807224299521
Burnt biscotti. Again.. All three batches #bakingfail,yes,no,NA,413175188071542784
"Hmm...apparently I need sour cream, or plain yogurt. I do not think vanilla yogurt will work on veggie pizza. #bakingfail",yes,no,NA,412739198614274048
"I'm making a cake. I made extra effort to get ingredients for said cake, but no effort to get the equipment to bake. #bakingfail",yes,no,NA,412708554534293504
Granulated sugar instead of powdered sugar. #bakingfail,yes,no,NA,390281163400830977
I've been sitting here for like an hour trying to figure out what to bake next #bakingfail #mess,yes,no,NA,412332022904799232
"@Fleurkeeley82 hmm, me? Bake? Do you not remember the pancake cake I made for Ju??? #bakingfail xx",yes,no,NA,390195691479642112
Just tried to make a Christmas cake without flour #bakingfail #readtherecipe,yes,no,NA,412294533779816448
For the 1st time ever I forgot the baking powder! WTF? When did I get stupid? #bakingfail,yes,no,NA,389918796087316480
Well fudge. You won that round.  #bakingfail,yes,no,NA,411990121685078016
"Forgot to pre-bake my pie crust :(
#bakingfail",yes,no,NA,389446345393573888
Tried making a German Christmas cookie.  Lets just say #bakingfail,yes,no,NA,411916534139736064
"Somehow when writing my grocery list, I failed to notice I’m almost out of sugar. #bakingfail",yes,no,NA,411616402538500096
I'm starting to think slice-and-bake cookie dough isn't conducive to making Blondies #bakingfail,yes,no,NA,389416364886466560
Where's @olson_anna when you need her? #bakingfail,yes,no,NA,388625129447911424
Well. 4 dozen cookies in and still not an edible cookie. I officially concede defeat. #bakingfail,yes,no,NA,411345555257036801
Making butter this morning. Unintentionally. #bakingfail,yes,no,NA,388598322208186368
"Just spilled cake batter all over the inside of my pre-heated oven, nice! #bakingfail #facepalm",yes,no,NA,410870133767168001
"Apparently, gluten-free cake mixes were not meant to be separated between two round pans like regular ones. #bakingfail",yes,no,NA,388365312649068544
I don't have enough butter D: #nocookies #bakingfail,yes,no,NA,388071276645851137
Shame it was about 5 mins overbaked :-( #bakingfail,yes,no,NA,410816996440150016
Ooey gooey banana bread. #bakingfail,yes,no,NA,387811671269314560
That awkward moment when you remember that you can't bake. #goodeffort #bakingfail,yes,no,NA,387776956147585024
There's a big difference between 6 3/4 ounces and 6 3/4 cups #oops #bakingfail,yes,no,NA,410804890894467072
Spoke too soon! Thought I had conquered this butter tart crusade then found 1/3 of shells were still in freezer #bakingfail,yes,no,NA,410641682980274176
Note to self. When baking forgetting baking powder is just a really bad idea #bakingfail,yes,no,NA,387352879436402688
I am the only person that could burn melting chocolate chips. Maybe I should stick with my day job #bakingfail #ineedmymom,yes,no,NA,410619416787701760
oven turned off while baking butter biscuits. #bakingfail #inmykitchen,yes,no,NA,410573418170298368
Recipe said: 1 tbl baking powder. I had 1.5 tsp. Made a leaden cake. Will buy baking powder and do it all over again tomorrow. #BakingFAIL,yes,no,NA,387013334593064960
@FiveMenandALady @ShannonAnne23 @KitchenAidUSA @nfmtweets my mixer is my hands! Lol. Have never owned a mixer. #HolidayRecipes #bakingfail,yes,no,NA,410503036067254272
"So apparently when breaking brownies in Alpine, you must follow the high altitude instructions #bakingfail",yes,no,NA,409896621887868928
Forgot to take the butter out to soften :( #bakingfail,yes,no,NA,386961853035053056
So popovers made with 100% spelt do not pop. #BakingFail,yes,no,NA,409721286705704961
@manrajpannu Happy birthday!! I'd bake you cake but would rather send you an apple crumble made with roti-vala-atta! HA HA HA! #BakingFail,yes,no,NA,386740163826577408
How did I manage to mess up making bread with a bread machine? #wontrise #addedyeastIswear #bakingfail,yes,no,NA,409465004513951744
"So, apparently Emma bought baking trays that are too big for her oven lol. #bakingfail",yes,no,NA,409298678961418240
Is the @ChelseaLWallace brownie-baking syndrome contagious? Because I think I have it.. #bakingfail,yes,no,NA,386581967501672448
"so upset my homeade cookies were a fail, the chocolate morsels went missing :( #bakingfail",yes,no,NA,409158281438191616
My deep and bizarre distrust of thermometers makes it really hard to pull off homemade marshmallows . #bakingfail,yes,no,NA,386566345556774912
"@sellmymobile yum yum, saves me *trying* to make it, always end up burning it #bakingfail",yes,no,NA,408913072230002688
Next time we try to make a layer cake how about we actually find a recipe that's easy to follow. #bakingfail #imsureitwillbefine,yes,no,NA,408803971759751168
"Who would forget to put an ingredient in their baked goods &amp; not realize it until they are ready to be served? Yep, I did. #bakingfail",yes,no,NA,386190480654225408
Paul Hollywood and me were never meant to be... #bakingfail #notagoodbake #greynotred #kitchengoddess #not,yes,no,NA,386097688066154498
How was I stupid enough to mix up cumin and cinnamon?! #bakingfail,yes,no,NA,408725406716805121
Started to bake caramel slice only to realise that I'd given my only baking tray to @troyesivan #bakingfail @DivinaStephens,yes,no,NA,386012409040601088
success with cheesecake brownies yet I failed at making puppy chow #bakingfail,yes,no,NA,385944833287659521
My muffins hate me today. #bakingfail,yes,no,NA,385520840848060417
Somebody please bring me almond flour. I have all the ingredients for paleo banana bread except for that! #paleo #bakingfail,yes,no,NA,408446541267865600
Made brownies for my team tomorrow. They're rock hard. #bakingfail,yes,no,NA,385219833895587840
@KelBell0926 @Phiggs13 @xo_lyssanicole Hahaha #bakingfail,yes,no,NA,408359317104889856
Fun tip I don't follow baking directions ever. Doesn't end well. @cakeandloaf is where it's at for my baking needs this holiday #bakingfail,yes,no,NA,408339193807790080
I have bubbling muffins #bakingfail,yes,no,NA,385153018406002689
Note to self: no matter how good it smells do NOT take banana bread out of oven too early #bakingfail 2nd times a charm lol,yes,no,NA,385150393132400640
"Well, looks like it'll be a store-bought dessert for the office potluck tomorrow. #bakingfail",yes,no,NA,408080675276083200
My cake would have been brilliant. IF I hadn't fallen asleep while it was baking. #bakingfail #charredcake,yes,no,NA,383816520758853632
"Ah yes, the wonders of whisking until something thickens. Currently I still have something the consistency of a cup of tea. #bakingfail",yes,no,NA,407101906126143488
"The first round was simple, yet failed...then I started in on the wine...I hope I still have guests coming over tomorrow! :) #bakingfail",yes,no,NA,406508446205607936
Lordy even my apple crumble went wrong tonight! #bakingfail,yes,no,NA,382613013544857600
"Officially withdrawing my Lemon Drizzle Cake entry for the competition tomorrow, it went all kinds of wrong! #BakingFail #LeaveItToTheWife",yes,no,NA,406500942071463936
"Queen cakes made with flora instead of real butter are not good. Sticky &amp; dense &amp; just plain weird tasting. :( 
#dairyfree #bakingfail",yes,no,NA,406166461762535424
"My own version of Kitchen Nightmares today. Macarons, I hate you. A lot. #bakingfail",yes,no,NA,382351433359568896
So I just grilled my lemon cake for half an hour. I hate that oven so much right now. #bakingfail,yes,no,NA,406038246682947587
"I didn't check the time when i put the cake in, what a idiot, now have to keep checking #bakingfail",yes,no,NA,382219051915042816
@Jenjenjenmarie At least then I would have got some tasty bakewell! I burned myself on the oven door and dropped it. #bakingfail #needlilsis,yes,no,NA,405943950638215168
"If you can stir bread, it isn't done yet. #bakingFail",yes,no,NA,382015307860045824
I bought everything but apples for a homemade apple pie. #bakingfail,yes,no,NA,405899331380604928
"Just baked 'healthy' banana muffins. They're so healthy, they won't come out of the cases?! #can'teatthem #bakingfail",yes,no,NA,381849490166415361
"Thankful for family, friends, and the annual reminder that sometimes it's better to eat the pie and let someone else make it. #bakingfail",yes,no,NA,405895010916499456
I didn't plan ahead and now i cant use the oven again for four hours. #bakingfail,yes,no,NA,405782316431056896
"Still sad about my macaron fail last night, anyone have any recipes that will WORK? #macaron #bakingfail",yes,no,NA,381088179689758722
I shouldn't bake when I'm tired #bakingfail,yes,no,NA,380898649481699329
FYI: instant oats are not the same as quick oats. #bakingfail @Quaker,yes,no,NA,405458549297254400
"@BettyCrocker Killed a Lemon Meringue this wkend. Have lost spoons in the blender/disposal. Thanks for sharing, I feel better!  #BAKINGFAIL",yes,no,NA,380801250066833408
Just watched last night's GBBO on iPlayer. You can't serve Mary Berry edible glue! What planet are these people on? #bakingfail #dalek,yes,no,NA,380308202082283520
Good thing I gave up on the pastry chef plan..#bakingfail #wastedday #puffpastryfromscratch #impossible #nocake4tomorrow :( #lamebakinskills,yes,no,NA,405222743362134016
@handmedowngrace Yes! I could not be more excited! I may not get yours out on time! I have no chocolate in the house! #bakingfail,yes,no,NA,380123769987035136
"I am capable of many things.

Making gluten free pie crusts is apparently definitely not one of them.

#bakingfail",yes,no,NA,405074015007408129
I wonder if @DanielleBean has ever made Beer Rolls without a timer before. How will I know when they're done? #bakingFAIL,yes,no,NA,380083533517447168
Mmm under baked bread... #bakingfail,yes,no,NA,404691600124960768
"@BritishBakeOff Unfortunately I have slack splashback, soggy rhubarb and custard bottoms! #bakingfail",yes,no,NA,380013856988606464
Oh a PINCH of salt you say?  Not a TEASPOON?  Ohhhh okay.  #BakingFail,yes,no,NA,404473573919555584
"oh dear, I have no baking powder and it's waaay too cold to go out in my legwarmers #bakingfail #carrotcakesunday",yes,no,NA,404399090621874179
Was so excited to make caramel apple cookies until I realized that in forgot to buy the frosting for them. #bakingfail,yes,no,NA,379327074650972160
@bbleake it's like a family #Bakeoff! Am feeling the pressure!! Getting up early to practice in case it's a #bakingfail,yes,no,NA,404028778550419456
“Butter luck next time @LnkSi: So my unsalted butter just exploded in the microwave while melting. #awkward #bakingfail”,yes,no,NA,378834307160100865
"""Unintended Cookie Spread"" would be a great band name. #bakingfail",yes,no,NA,403946943279538176
"If I were a superhero, fondant would be my kryptonite #bakingfail",yes,no,NA,378655897243099136
how many batches of innocent cookies will i destroy before i finally get it right? #bakingfail #notarookieiswear,yes,no,NA,403755444033683456
We shouldn't be allowed to do things @EmilyFrigeri #bakingfail #cookies #oraretheymuffins,yes,no,NA,403708664441487360
"""That looks like a baby vomited evenly 20 times"" #bakingfail",yes,no,NA,378229042857926656
"Lived in FL, had a muffin pan. Lived in AL, had a muffin pan. Apparently somewhere between AL and NY, it ran away...#bakingfail",yes,no,NA,403669339007893505
In order to make a cake you have to crack a few eggs (unless you are me and you forget to even add them).  #bakingfail #oops,yes,no,NA,377832305601302529
Running out of cocoa is no good at all. #bakingfail #nocookiestonight,yes,no,NA,377592352870641664
@Jenlovescycling @elzrocks @accidentobizaro mmm I'm not very good. I burnt jam tarts once #bakingfail,yes,no,NA,377537128429006848
note to self using Chef Bills expired in 2007 baking power equals huge cake fail! #bakingfail,yes,no,NA,377514480550555648
My first batch of Christmas cookies this year just went into the garbage and that's really a piss off. #BakingFail #TryAgain,yes,no,NA,403358302123220992
Was going to make caramel mud cake today but looked at wrong recipe and bought none of the ingredients I need #BakingFail,yes,no,NA,377350392041844736
What do you do with undercooked bread? #bakingfail,yes,no,NA,377264731012481024
Just thrown a batch of cookies in the compost..... #bakingfail,yes,no,NA,403045939964678144
How does one run out of SALT in the house!? Of all things! #bakingfail #walmartrun,yes,no,NA,402893099715678208
I am a serial killer of yeast. #bakingfail,yes,no,NA,402829528151494656
Can't even make brownies from a box. #BakingFail,yes,no,NA,376860602385178624
The awkward moment when the self-raising flour doesn't raise... #bakingFAIL,yes,no,NA,376820244368879619
All set to do some baking then discovered that I had no sugar!  #bakingfail,yes,no,NA,401804019821477888
burnt my hand on the oven. my second #bakingfail of the day,yes,no,NA,376538181413646336
haven't made cookies in forever. forgot how they spread in the oven #bakingfail,yes,no,NA,376525775857397762
I wasn't aware there was a difference between a stick of butter and a block of butter. #bakingfail,yes,no,NA,376509188601413632
"Okay, just had a huge #bakingfail. Chocolate chip cookies ended up looking like undercooked pancakes. Lesson: don't substitute ingredients.",yes,no,NA,376502311683510272
Kinda hard to make corn muffins without a muffin tin. #BakingFail,yes,no,NA,376482872334774272
"Bollocks, out of Stork #bakingfail #fitnesswin",yes,no,NA,401052496724254720
Just burnt some cookies. #ItsNotThatHard #BakingFail,yes,no,NA,375815826114236418
"Making pumpkin spice #macarons, but already have a horrible feeling they're not going to turn out well #bakingfail",yes,no,NA,400761859369734144
@CM6792 i fallen at first hurdle… no flour :( #bakingfail,yes,no,NA,375706145631252480
"For anyone wondering if it's a good idea to use bread flour to make cupcakes, the answer is no, no it isn't #bakingfail",yes,no,NA,374475918930354176
Attempted to bake for snack time tomorrow. Keyword: attempted #bakingfail,yes,no,NA,400113674477502465
"Oil-free and low-sugar banana bread is NOT where it's at, folks. Trust me on this one. #bakingfail #notevenfitforhumanconsumption",yes,no,NA,373947692591763456
"Note to self - always trust your own instincts, even if Paul Hollywood says clingfilm won't melt in the oven #bakingfail",yes,no,NA,399604503093469184
Made a bday cake. Dropped it on the floor. #bakingfail,yes,no,NA,398871078623518720
Another #bakingfail?!?! I'm beginning to wonder where my kitchen skills went. Ugh.,yes,no,NA,373281468027387904
Scratch that. This shit's rubbish. #BakingFail,yes,no,NA,398735110205218816
Burnt myself twice and dropped a whole batch of uncooked cakes down the oven door #bakingfail,yes,no,NA,373206393979170816
Baking disaaaster! Banana and choc chip loaf spewing over oven and not setting at all! GBBO contestant's recipe too! #bakingfail,yes,no,NA,398545546677616640
"#bakingfail wrong type of brown sugar in my oats, I've made burnt oats covered in burnt butter and sugar that's going to set like rocks.",yes,no,NA,398195232975884288
Sitting here wondering when my parkin will be done and realised I'd not started making it yet! #bakingfail,yes,no,NA,397121464358289408
My attempt to make banana cake this weekend was a disaster. #bakingfail,yes,no,NA,397039748864552960
@ajhmurray Coincidentally I've just baked some that would would prove worthy contenders for required counterbalance #thud #bakingfail,yes,no,NA,396693616732950528
Trying a cinnamon scone Pinterest challenge... Baking powder expired 4 years ago!!! #BakingFail,yes,no,NA,372545469890588672
Note to self: don't swig from the bottle of Rose Water 'just to see' what it tastes like. Mouthful of flowers #bakingfail,yes,no,NA,396686633250324481
@darlobikegirl if it makes you feel better they came out shite. #bakingfail,yes,no,NA,372494495100977153
Help how do I use grease proof paper? Iv greased the tin but what happens with the paper?? #bakingfail,yes,no,NA,396419601149730817
I discovered tonight that I'm in fact not Betty Crocker.... #bakingfail,yes,no,NA,395749334844592129
Burned my gingernuts #bakingfail,yes,no,NA,395675456541691905
"ERGH!!!! I just realized that ""evaporated"" milk is not the same as ""condensed"" milk. This is why I don't cook, people! #bakingfail",yes,no,NA,395574233398788096
I'm pretty sure that no human being should eat the pumpkin brownies I just made. #bakingfail,yes,no,NA,395354895832072192
Poured the lovely spiced pumpkin mixture onto the cracked pastry and watched it drip and burn on the bottom of the oven #bakingfail,yes,no,NA,394921360410963968
Suddenly even more sympathetic towards the brave #GBBO souls following pumpkin pie #bakingfail,yes,no,NA,394920959884283905
Well that didn't turn out well! #bakingfail,yes,no,NA,394179164304994304
Note to self. Do not try to make shortbread with sr flour because can't be bothered to go and buy plain. It DOES matter #bakingfail,yes,no,NA,394083302145286144
Aaaaaand cupcakes tasted like rubber. YUM. #bakingfail #drinkmorewine,yes,no,NA,393581655392145408
My brownies came out of the oven looking like a crappy tablet. #bakingfail #nevergetseasier,yes,no,NA,393544799405350912
Was pretending I was on @BritishBakeOff making an apple crumble and realised I'd got all the amounts in #bakingfail,yes,no,NA,393423955643891712
you know that you're not a baking goddess when you are cleaning up after baking with a dustpan and brush.... #bakingfail #cakeday,yes,no,NA,392766109645950977
"Today's baking lesson is no matter what the instructions say, using plastic wrap in the oven is a horrible, poisonous idea. #bakingfail",yes,no,NA,392483754134220800
"Just about to start baking banoffee cupcakes for office bake off, then realise I forgot... the bananas. #bakingfail #youwinsomeyoulosesome",yes,no,NA,392027029803380736
"Note to self: read much, much more about baking with coconut oil. #bakingfail #maybetoomanysubstitutions #musttryagain",yes,no,NA,391638710329933824
I burnt brownies today...@tasmiaanis I don't know how you do it. #bakingfail,yes,no,NA,391599585459585024
Oh no! Made raspberry and white chocolate cheesecake with oreo biscuit base and it's not what I expected! #bakingfail :(,yes,no,NA,391496783601631232
WHY CAN I NOT BAKE A POTATO!?!!? #BakingFail #Help,yes,no,NA,390643299955904513
"I haven't baked today, I will have to make up for it tomorrow. #bakingfail",yes,no,NA,390585756504576000
Decided to make a cake. Discovered I have no butter. 5 minutes after the shops shut...   #bakingfail,yes,no,NA,371650205285752832
"Oh dear, my rock cakes completely failed and I don't have enough butter to try again :(( #bakingfail",yes,no,NA,371417315055001600
The moment you realise you forgot to put in brown sugar and your anzacs aren't going to cut the mustard... #bakingfail #sadface,yes,no,NA,327281214492925952
Just spent an hour baking then dropped the whole lot on the floor  #bakingfail,yes,no,NA,327180087466291200
"Grr! If you use an ingredient at two different stages of a recipe, list it twice in the ingredients!

#BakingFail",yes,no,NA,327043206527217665
Turns out using fancy French butter in Toll House Cookies is not a good thing. #bakingfail,yes,no,NA,370348954963410944
@giiules ill have some tomorrow I'm sure it tastes good :) I forgot I don't KNOW how :P I got overexcited? :P #bakingfail,yes,no,NA,326831385253908480
Forgetting to take a cake out of the oven #burnt #bakingfail,yes,no,NA,326802467255881728
When your vanilla and peppermint extract bottles look the same... #smh #bakingfail,yes,no,NA,326748298679558144
Should of checked the expiration date @aunimb11 #bakingfail,yes,no,NA,370274994862821376
"You know, you'd think I would learn that I just can't bake cookies #bakingfail",yes,no,NA,326473063430496256
"Tried something new and didn't turn out right ""/
#BakingFail",yes,no,NA,369941830562893824
"Why do recipes put crucial instruction  'refridgerate for 8 hours' at end, not beginning? I need it for tonight!! #bakingfail",yes,no,NA,325594453974847489
"Arseburger, need to go to Tesco and buy chocolate #bakingfail",yes,no,NA,325308786468343808
Apparently you're supposed to put 2 cups of flour in banana muffins. #oops #bakingfail #garbage,yes,no,NA,369534657030668288
Leaving it for another 15 minutes but somehow I don't think this bread will turn out the way it should. #bakingfail,yes,no,NA,324905631591059459
"Nooooo!, I have found out why my Italian meringue isn't working. I don't have the right tools so grease is getting in... #bakingfail",yes,no,NA,369026213265694720
Apparently you can't use extra virgin olive oil to replace vegetable oil (which was to replace butter). #bakingfail,yes,no,NA,323955516931985408
@ClaireKCreates very nice! I made two loaves the could sink a boat yesterday! #bakingfail,yes,no,NA,368545895563788288
Two things I have learnt: Do not start baking at 3am and do not substitute bicarb of soda for baking powder.  #bakingfail,yes,no,NA,368211220958294016
"Attempted to make carrot cake. Made slightly burnt carrot crunch with squashy stuff inside. 
#bakingfail",yes,no,NA,368134842178740224
great way to start off the day: making cinnamon buns and forgetting that you're out of brown sugar #makingmyownbrownsugar #bakingfail,yes,no,NA,368054111607857152
Note to self:  When baking 1tsp is smaller than 1tbsp. Mixing up may cause baking soda overload. #bakingfail,yes,no,NA,368007082920120320
Staying awake to flip a cake over is fun business. Too bad I burned the first one. #bakingfail,yes,no,NA,322542992831426560
Watery bread dough with too much yeast  results in a huge kitchen mess #bakingfail #nomoreglutenfreebread,yes,no,NA,367755387233394688
Making oat cookies with no oats. Ummmmm.... #bakingfail,yes,no,NA,367736397861355522
Why can I not cook brownies thoroughly? The toothpick was clean! #ipromise #ugh #bakingfail,yes,no,NA,367413100334841856
Damn. I hate it when a recipe doesn't turn out #bakingfail,yes,no,NA,321069644804915200
"Note: when attempting to be clever &amp; pre-measuring the dry ingredients for 2 diff recipes, KEEP THE BOWLS FAR, FAR APART. #bakingfail",yes,no,NA,366647161221431296
Lesson of the Day: when baking brownies ALWAYS use eggs. ALWAYS. This is what Quincy and I get for not baking with @Its_Reba2011 #bakingfail,yes,no,NA,320422417136762880
@mdbaccari I know!! And I never thought I would bake but it was never in doubt that I would have a #bakingfail,yes,no,NA,366575340446945285
"@erdoland Tried my first bread recipe out of Bakewise.  Fail.  Oooooh, faily fail fail fail.  #breadfail #bakingfail #fulloffail",yes,no,NA,320304193560776704
Two attempts at oatmeal cookies and both no good. Followed recipes so not sure why #bakingfail,yes,no,NA,318751056169402368
@CarolineBurtt #bakingfail,yes,no,NA,366562482082430979
It has obviously been much too long since I've baked. I'm out of practice. Tonight's cookies were an abomination.  #bakingfail,yes,no,NA,318575640062349312
"Sadly, my birthday cake was a huge #bakingfail. If there's a lesson to be learnt, that's ""never experiment new recipes on special occasions""",yes,no,NA,366505565721075713
"Hmm, my cake mixture seems a bit, I don't know, solid.

Ahh! No butter!

#bakingfail",yes,no,NA,366237207507369984
"Homemade cinnamon ""cake""? Not what I was going for. #bakingfail",yes,no,NA,318427001297989632
.7 oz of baking powder not 7oz!  CRAP! So unfocused #bakingfail,yes,no,NA,366076035172798464
@AmyBethCD @hollywoodbaker I was going to try baking these today...until I realised I forgot to buy the yeast #bakingfail,yes,no,NA,318408640740589568
who the fuck owns a 10 inch fluted tart pan with a removable bottom?! like that's an actual thing? #BakingFail,yes,no,NA,318094404491567105
Burned the Easter cakes. They are now African American #good #bakingfail,yes,no,NA,318082132356497408
@PrincessPurling ha yes i've done that too! #bakingfail,yes,no,NA,365816395629461504
Gluten free hot cross buns: Not a success. #bakingfail #firsttimeinages,yes,no,NA,318074621180141568
Worse hot cross buns ever made by me and mum! #bakingfail #morelikehotrockbuns,yes,no,NA,318036999837736960
Attempting Suzy Homemaker status tonight was not my brightest idea. Hopefully the thought counts more than the actual product. #BakingFail,yes,no,NA,365649008259112963
It's a crucial step in baking cookies to start the timer #BakingFail,yes,no,NA,317841104303181826
"@Francesbakes I don't think the oven temps or time is right. Crisp on the outside, molten on the inside. #bakingfail",yes,no,NA,365556045466173442
And that recipe will be a massive no! #bakingfail,yes,no,NA,317589629824028672
"The moment when chocolate oatmeal cookies were mentioned, you went to the store for ingredients, and you don't have wax paper. #bakingfail",yes,no,NA,364127547417952256
I think my lamb cake has scrapie. #bakingfail,yes,no,NA,317490347393552385
"For future reference, GF Oreos don't make a good crust for a cheesecake. #bakingfail",yes,no,NA,363860602516537344
@treomp87 I just burned them...  there goes my nice gesture.... #bakingfail,yes,no,NA,317456315519754240
baking chicken and apple pie simultaneously... I think this might have been a bit too ambitious. lol #crowdedOven #bakingFail,yes,no,NA,363049732878245888
"#bakingfail tried to make brownie batter dip, with only two ingredients in the cupboard :(",yes,no,NA,317114953431666688
Instead of adding sugar I added salt. #SadTweet #bakingfail,yes,no,NA,362595288763994113
Just made the world's shittiest cupcakes. Might throw them at asshole neighbor's door so they are at least good for something. #bakingfail,yes,no,NA,361670968629932032
"Powder sugar and flour and not the same thing, I made that mistake!! #bakingfail",yes,no,NA,361195279367684096
@a_hamiddd no I can't make those either #bakingfail,yes,no,NA,360860316235595776
Bah! Cake is burnt on top and still raw in centre #bakingfail,yes,no,NA,360692450978832385
There's a big difference between 325 degrees and 375 degrees..... #opps #bakingfail,yes,no,NA,360599453704527873
My results at attempting to bake cupcakes is the reason I stay out of the kitchen #BakingFail,yes,no,NA,360411936841670656
"when in doubt, add peanut butter! #makeseverythingbetter #bakingfail #neveragain",yes,no,NA,360225298450612226
...aaaand I just burnt everything. #holysmokes #homemadegranola #bakingfail,yes,no,NA,360224165694935040
@ShopSaveSequins Ooh they will be great fun to make :) I love to bake but my macrons have always been too flat  #bakingfail,yes,no,NA,360002603700076545
