Tweet,Image_Url,Image_Name,Cooking/Baking Event,Edible or not,Output Quality,Tweet_id
Lucky bugger who gets me as his wife. Ladies &amp; gents 'roasted' mangetout peas #burnt #cookingfail #opps http://t.co/473BdJJsO3,http://pbs.twimg.com/media/BFLrvGsCEAAkKcz.jpg,BFLrvGsCEAAkKcz.jpg,yes,no,NA,311570518715273216
Note to self: don't microwave butter. #oops #cookingfail http://t.co/UyDhh9rD8b,http://pbs.twimg.com/media/BE40fCICAAAmNNx.jpg,BE40fCICAAAmNNx.jpg,yes,no,NA,310243132077899777
Tried to make zucchini chips ... #cookingfail https://t.co/k6eTwWCUWz,http://pbs.twimg.com/media/D49RUJpWsAApjiY.jpg,D49RUJpWsAApjiY.jpg,yes,no,NA,1121204302587076608
Cooking skills are on point #cookingfail https://t.co/81NL1N2uH0,http://pbs.twimg.com/media/D43_HoaWsAAnnkk.jpg,D43_HoaWsAAnnkk.jpg,yes,no,NA,1120832395199094784
@DAT_ONE_GINGER sneak attack.. He's actually cooking for once..wow haha. #cookingfail http://t.co/vaZENVu9Zv,http://pbs.twimg.com/media/BEOeWLPCQAMVi5A.jpg,BEOeWLPCQAMVi5A.jpg,yes,no,NA,307263303397294080
I tried to cook my husband @tylerqboggs dinner and this is how it turned out  #CookingFail https://t.co/M9Evmh1mgQ,http://pbs.twimg.com/media/D4zd_UhWkAECMGp.jpg,D4zd_UhWkAECMGp.jpg,yes,no,NA,1120514494004908039
"""Cooking is an art, while baking is a science"" she said, immediately before realizing she was out of eggs.

Super excited for Sunday baking, I started making banana bread and posting the progress to stories. I've had the #CookingFail thing going for a wh… https://t.co/Z1hBqT2RRy https://t.co/2XvqfYqk1w",http://pbs.twimg.com/media/D4Izg0iWwAIWv7f.jpg,D4Izg0iWwAIWv7f.jpg,yes,no,NA,1117512297574957058
Don't think my meatloaf turned out properly.. I'm a horrible cook. #cookingfail #failatlife http://t.co/R2EtsVRBtk,http://pbs.twimg.com/media/BD_B_XDCIAA_KOR.jpg,BD_B_XDCIAA_KOR.jpg,yes,no,NA,306176593938751488
I've heard of burning the tea...but never heard of melting it!! #cookingfail http://t.co/jnxDDmC2Cm,http://pbs.twimg.com/media/BDpenIlCMAA49_Q.jpg,BDpenIlCMAA49_Q.jpg,yes,no,NA,304659951203266561
#cookingfail burnt mah brussel sprouts sigh. evidence of my typical haphazard cooking gone awry. http://t.co/5ap94Xf,http://pbs.twimg.com/media/BDXA6x_CMAAbPjS.jpg,BDXA6x_CMAAbPjS.jpg,yes,no,NA,303360665991655425
i have had a very bad day would love a cuddle and a bottle of prosecco right now #killme #cookingfail #imSOupset https://t.co/aBMGeL3cbU,http://pbs.twimg.com/media/D304cbvWsAEABx-.jpg,D304cbvWsAEABx-.jpg,yes,no,NA,1116110414071455745
I want y'all to try and guess what these are. #cookingfail http://t.co/gdN1mh8H,http://pbs.twimg.com/media/BDWVRxwCcAAeC46.jpg,BDWVRxwCcAAeC46.jpg,yes,no,NA,303312682554126338
"Pro cooking tip from me to you: If you type 15 into your calculator app instead of your timer app, nothing will alert you when your food is done. Cheers. #dummy #cookingfail https://t.co/TZIv4tfv1J",http://pbs.twimg.com/media/D3lGOwwUcAAhTkq.jpg,D3lGOwwUcAAhTkq.jpg,yes,no,NA,1114999607652536320
"My sister ""made cookies""  #Wth is that?   
#EmbarrassYourSibling 

#CookingFail http://t.co/K4ahRg9P",http://pbs.twimg.com/media/BB_FanRCcAAoxZX.jpg,BB_FanRCcAAoxZX.jpg,yes,no,NA,297173161412292608
Left the kale chips in too long. #cookingfail http://t.co/tYk98eWO,http://pbs.twimg.com/media/BB98PqXCUAAE3yD.jpg,BB98PqXCUAAE3yD.jpg,yes,no,NA,297092708932145152
"I just made the messiest damn sandwich and I’m ever-so-slightly mad  Well, more disappointed than anything else. I expected more from me  #cookingfail #SaturdayMorning https://t.co/3p86Vw4iiF",http://pbs.twimg.com/tweet_video_thumb/D2655zAW0AAoHNz.jpg,D2655zAW0AAoHNz.jpg,yes,no,NA,1112030566348742657
Note to self: Turkey Bacon cooks way faster than normal bacon... #charred #turkeybacon #cooking #cookingfail #failharder https://t.co/IR9GK1Zzf7,http://pbs.twimg.com/media/D21pUQjVYAUPTN9.jpg,D21pUQjVYAUPTN9.jpg,yes,no,NA,1111660486209073152
Woooops #cookingfail http://t.co/XngUGWOP,http://pbs.twimg.com/media/BBKFWiCCIAIjLGZ.jpg,BBKFWiCCIAIjLGZ.jpg,yes,no,NA,293443547867258880
Thanks to listener Mickey for the pics of his #CookingFail (or his wife's as the case may be)  Cooking okra with oil on stove...2nd &amp; 3rd degree burns https://t.co/C1xPBmoLhT,http://pbs.twimg.com/media/D2gSgq7XQAAh4fm.jpg,D2gSgq7XQAAh4fm.jpg,yes,no,NA,1110157895319076864
#cookingfail http://t.co/hP3WLKva,http://pbs.twimg.com/media/BBJKKoRCcAE44Gl.jpg,BBJKKoRCcAE44Gl.jpg,yes,no,NA,293378472196337664
"Leave the hard work to the professionals and treat yourselves to complimentary fresh bread, a delicious trio of sauces and Platter for 2 for only R300! #ReelValue #WellWorthIt #OBValue #CookingFail  #PlatterFor2 #OceanBasket #SeaFood #Dinner https://t.co/g8XoTjBzTP",http://pbs.twimg.com/ext_tw_video_thumb/1109452618894622720/pu/img/qLgP2m5PZTqhQvKc.jpg,qLgP2m5PZTqhQvKc.jpg,yes,no,NA,1109452693905567744
I wish I was joking about my #cookingfail #evidence #previoustweet http://t.co/AethOsOT,http://pbs.twimg.com/media/BBCiuXuCYAAMDlB.jpg,BBCiuXuCYAAMDlB.jpg,yes,no,NA,292912893295484928
"When you have a brain fart and fancy a change but then, you realise your gas cooker is disconnected due to being unsafe. Be thankful for the camping stove #CookingFail  https://t.co/drWglM4xWM",http://pbs.twimg.com/media/D2SHe6uX0AAomuE.jpg,D2SHe6uX0AAomuE.jpg,yes,no,NA,1109160393463730176
"Spawn and I enjoy trying new recipes at home. He says he wants to be a chef one day, and I'm being supportive of this. However... we tried a Salisbury Steak recipe last night that was the grossest ever. The sauce had ketchup and mustard powder in it. 
#cookingfail #parenting https://t.co/nz3qHaWnXL",http://pbs.twimg.com/tweet_video_thumb/D2Gs3YNW0AMILuJ.jpg,D2Gs3YNW0AMILuJ.jpg,yes,no,NA,1108357121010216960
Is this even edible? All I had to do was turn the oven on! #frazzledmum #cookingfail http://t.co/EIlsU41E,http://pbs.twimg.com/media/BAb9RuXCAAAPlY6.jpg,BAb9RuXCAAAPlY6.jpg,yes,no,NA,290197706947821569
@Kamscan @KamFire It doesn’t go on Broiler for 50 mins  #CookingFail https://t.co/5J0oQlNk2C,http://pbs.twimg.com/tweet_video_thumb/D1_GrfFUcAAfkHK.jpg,D1_GrfFUcAAfkHK.jpg,yes,no,NA,1107822491555135491
Well... this is what happens when I’m home alone and cook... All is well. Just some burnt chicken. Shout out to Austin Tracy Volunteer Fire Dept. for the quick response though! #CookingFail #NeverCookingAgain #Embarrassing #CallingMyselfOut https://t.co/Ua3nHSk8Nq,http://pbs.twimg.com/media/D15mK8jWwAYWFq-.jpg,D15mK8jWwAYWFq-.jpg,yes,no,NA,1107434901245181952
Exploding potato... I swear I poked holes in it before baking #oops #cookingfail @amandaplease265 @allison_anne_y http://t.co/5CCzdUcg,http://pbs.twimg.com/media/A_uai71CEAE2hZb.jpg,A_uai71CEAE2hZb.jpg,yes,no,NA,286992926230319104
"Yea..um. Note to self: singing distracts you from whats in the oven‍♀️
#fail #cookingfail #cookingwithjustine #notamericanidol #sohungry https://t.co/oDaARSvk7i",http://pbs.twimg.com/media/D1aJht3WkAMk_fQ.jpg,D1aJht3WkAMk_fQ.jpg,yes,no,NA,1105221991198613505
Game of pick up sticks? #cookingfail http://t.co/bCTWyQCO,http://pbs.twimg.com/media/A-bgyvUCAAEZw_t.jpg,A-bgyvUCAAEZw_t.jpg,yes,no,NA,281159189051604993
When Sunday turns sad #cookingfail #slowcookingdonewrong https://t.co/CSNrnWs0QE,http://pbs.twimg.com/media/D1T10DGXcAAv-h8.jpg,D1T10DGXcAAv-h8.jpg,yes,no,NA,1104778093124861952
When your Homemade caramel turns out looking like the colour of your asshole fml. #CookingFail https://t.co/PxUuyddLR2,http://pbs.twimg.com/media/D1SVv-SUYAEz-OB.jpg,D1SVv-SUYAEz-OB.jpg,yes,no,NA,1104672466977210368
It's stuck. #cookingfail http://t.co/XOc9YU6m,http://pbs.twimg.com/media/A98T6sTCYAETDnC.jpg,A98T6sTCYAETDnC.jpg,yes,no,NA,278963600960413696
"When you're tired and decide that you want to make some baked eggs.

Well... This sums up how my morning has been. I hope your day is better, #yeg.

#yegfood #cookingfail https://t.co/MmxnWr32WC",http://pbs.twimg.com/media/D0RUQANUYAIGjLI.jpg,D0RUQANUYAIGjLI.jpg,yes,no,NA,1100096851687010304
First attempt at making honeycomb. #nailedit #cookingfail #fail https://t.co/e5V5XYOvfa,http://pbs.twimg.com/media/D0CqSc5WoAAxGyV.jpg,D0CqSc5WoAAxGyV.jpg,yes,no,NA,1099065553338228736
This is what happens when you forget to convert fahrenheit to celsius... #cookingfail http://t.co/aYKZQ9KO,http://pbs.twimg.com/media/A9ftAPxCQAAOk6J.jpg,A9ftAPxCQAAOk6J.jpg,yes,no,NA,276950490586169344
@irenelittle this is how my pizza turned out! Haha shouldn't have use self raising flour!! #cookingfail #cantmakepizza http://t.co/GdyO1BTa,http://pbs.twimg.com/media/A9DdUACCYAARksQ.jpg,A9DdUACCYAARksQ.jpg,yes,no,NA,274962912936878080
I am officially the worst white rice maker ever. #Burnt #cookingfail http://t.co/y0wkDzRm,http://pbs.twimg.com/media/A8VM77UCUAAWrmf.jpg,A8VM77UCUAAWrmf.jpg,yes,no,NA,271707944935116801
I tried making puff pancakes....this just looks like spam....and tastes disgusting too. #cookingfail #gross http://t.co/GiCD9MYa,http://pbs.twimg.com/media/A8PDCUXCUAAcfxj.jpg,A8PDCUXCUAAcfxj.jpg,yes,no,NA,271274847152263169
Burnt chip gradient. #cookingfail https://t.co/gQFg5VqoJ1,http://pbs.twimg.com/media/Dy_6lDQU0AA1_fn.jpg,Dy_6lDQU0AA1_fn.jpg,yes,no,NA,1094368754794819584
Omg. And this is what happens during their second attempt. #cookingfail http://t.co/JOzmcgBM,http://pbs.twimg.com/media/A7poVcYCMAAn6d5.jpg,A7poVcYCMAAn6d5.jpg,yes,no,NA,268641845377118208
"#Dinnerfail the freshly BBQ'd chicken was staying warm in the oven when we forgot and preheated the oven for vegetables
#oops #cookingfail #toxicchickenanyone #guesswereeatingout https://t.co/dgGmitDViA",http://pbs.twimg.com/media/DyhILRBUUAUBqu0.jpg,DyhILRBUUAUBqu0.jpg,yes,no,NA,1092202277954379776
@Freschetta how does a frozen pizza explode in the oven? #cookingfail #SuperBowl #SuperBowl53 #pizza #whatsfordinner #SBLIII https://t.co/wFeN4ByRUx,http://pbs.twimg.com/media/Dyg4A1yWsAkdVdf.jpg,Dyg4A1yWsAkdVdf.jpg,yes,no,NA,1092184519430545409
My attempt to cook a frozen waffle - I had to toss it outside when it ignited ... Oops.  #cookingfail http://t.co/RqGp1cb0,http://pbs.twimg.com/media/A7SvBRvCMAESmPb.jpg,A7SvBRvCMAESmPb.jpg,yes,no,NA,267030714388721664
"Well if this doesn’t just sum up my day. 

Guess who forgot to take the knife off the baking sheet before cooking dinner.

In case you’re wondering it was me &amp; knives do melt.

RIP faithful knife.

#cookingfail #opps #WritingCommunity https://t.co/mldgGniNNL",http://pbs.twimg.com/media/DySg_RbUwAANf-F.jpg,DySg_RbUwAANf-F.jpg,yes,no,NA,1091174024321806336
Mac and cheese fail. #cookingfail http://t.co/dNl3oa3j,http://pbs.twimg.com/media/A7N1oE0CQAEhYHb.jpg,A7N1oE0CQAEhYHb.jpg,yes,no,NA,266686134288007168
"I tried to make cookies with Eden today, possibly to surprise and impress the Plumfam, and I forgot I’d put them in the oven  RIP Cookies, you would of been yummy...

—————
#cookies #burnt #cooking #cookingfail #bake #yummy https://t.co/sQ9qBovfPW",http://pbs.twimg.com/media/DyIi9e_VYAAwRE4.jpg,DyIi9e_VYAAwRE4.jpg,yes,no,NA,1090472516068331520
"Oven 1, me 0. Never add liquid to a hot glass dish. #cookingfail http://t.co/xCLnj31L",http://pbs.twimg.com/media/A6u1IwbCcAAxaPL.jpg,A6u1IwbCcAAxaPL.jpg,yes,no,NA,264504165164806144
Fried up some of the extra potatoes in coconut oil. Left them alone for a little but too long! #cookingfail http://t.co/RsPwVVKT,http://pbs.twimg.com/media/A6KYj4ACIAAhJpB.jpg,A6KYj4ACIAAhJpB.jpg,yes,no,NA,261939470432083968
Kayln's #cookingfail. http://t.co/d5D87RJk,http://pbs.twimg.com/media/A3hc18zCIAArfa8.jpg,A3hc18zCIAArfa8.jpg,yes,no,NA,250051861237866496
Well that's shit. #CookingFail http://t.co/9Dg5APlT,http://pbs.twimg.com/media/A23QFuKCIAAmpFs.jpg,A23QFuKCIAAmpFs.jpg,yes,no,NA,247082351279087616
Yeah they didn't turn out very good... #cookingfail #cookingclass http://t.co/BEZaTlNh,http://pbs.twimg.com/media/A2MW8cxCAAE-Tpo.jpg,A2MW8cxCAAE-Tpo.jpg,yes,no,NA,244064032573751296
Mashed Potato Soup smh #whoops #cookingFAIL http://t.co/4BKoOuTO,http://pbs.twimg.com/media/A1RP5g2CcAA_C9V.jpg,A1RP5g2CcAA_C9V.jpg,yes,no,NA,239904529636814849
"Emma Kerson, master oatmeal chef. #cookingfail http://t.co/EFsA90Un",http://pbs.twimg.com/media/A06laT4CQAArDd1.jpg,A06laT4CQAArDd1.jpg,yes,no,NA,238309701702533120
I can't even make chocolate mousse out of a packet! Its not thickening hahaha omg I'm #hopeless #cookingfail http://t.co/69PAuTWF,http://pbs.twimg.com/media/Azl-xLdCYAEanEZ.jpg,Azl-xLdCYAEanEZ.jpg,yes,no,NA,232356239131172866
My failed attempt at cheesy garlic bread. Maybe I had the oven a bit too high... #cookingfail http://t.co/vf0LcyOe,http://pbs.twimg.com/media/Ay1GKOqCIAA4EcZ.jpg,Ay1GKOqCIAA4EcZ.jpg,yes,no,NA,228916297608601600
Gah! #marthastewartcollection! Why you light on fire on me?!? #cookingfail http://t.co/mwliqOrU,http://pbs.twimg.com/media/Aym9ncVCMAAJreM.jpg,Aym9ncVCMAAJreM.jpg,yes,no,NA,227921741467496448
I'm obviously not cut out to be a housewife #cookingfail http://t.co/SimzMiD,http://pbs.twimg.com/media/Aym4No8CcAISprb.jpg,Aym4No8CcAISprb.jpg,yes,no,NA,227915793638256641
Looks great on the outside!! You'd never know we added twice the salt... #cookingfail #ashamed http://t.co/LKwXxmIk,http://pbs.twimg.com/media/AymEbYgCUAAJGSx.jpg,AymEbYgCUAAJGSx.jpg,yes,no,NA,227858862118686720
These are not the toasted bagels I wanted for breakfast #CookingFail #SmokeyKitchen http://t.co/cVZYq5At,http://pbs.twimg.com/media/AyjR8iKCEAEQ6BZ.jpg,AyjR8iKCEAEQ6BZ.jpg,yes,no,NA,227662619065061377
melting marshmellows above hot water isn't a great idea #cookingfail http://t.co/rksvrP1r,http://pbs.twimg.com/media/AyWwK8aCcAE1dYB.jpg,AyWwK8aCcAE1dYB.jpg,yes,no,NA,226781058308403202
@Darryl_Taylor69 Your Healthy Eating Flex Done Cost Me An Oven! #Pissed #CookingFail #RevengeOfTheChicken http://t.co/1D8z3Q6v,http://pbs.twimg.com/media/AyFGjyPCQAAzwu7.jpg,AyFGjyPCQAAzwu7.jpg,yes,no,NA,225539036931047424
@TebRah Went shopping for a new spatula with Kim today... #cookingfail She chose the omelet one http://t.co/S4ZFFfa,http://pbs.twimg.com/media/Aw6vy4yCQAA2xxW.jpg,Aw6vy4yCQAA2xxW.jpg,yes,no,NA,220306720554106882
Ribs after grill got too hot...thank goodness for Mexican! #cookingfail http://t.co/XzHPEt44,http://pbs.twimg.com/media/AwRby3NCQAElC4u.jpg,AwRby3NCQAElC4u.jpg,yes,no,NA,217399611386642432
Don't think this batch is cooked properly! #cookingfail http://t.co/DEOK0TO4,http://pbs.twimg.com/media/AwF0K0iCMAMKiPW.jpg,AwF0K0iCMAMKiPW.jpg,yes,no,NA,216581986331013120
Extra roasted pecans anyone? forgot them in the oven. looks like no pecans for my salad #smokeverywhere #cookingfail http://t.co/iES42gci,http://pbs.twimg.com/media/Av9fZpQCQAAXevb.jpg,Av9fZpQCQAAXevb.jpg,yes,no,NA,215996201303162882
Almost just started the house on fire #cookingfail http://t.co/3aTd3BbM,http://pbs.twimg.com/media/AvtkjE4CMAAGqoq.jpg,AvtkjE4CMAAGqoq.jpg,yes,no,NA,214875960993001472
The ratio of pasta to sauce is poor #cookingfail http://t.co/2GvmmW4s,http://pbs.twimg.com/media/AuO_kIUCEAAmT72.jpg,AuO_kIUCEAAmT72.jpg,yes,no,NA,208220635212681218
My attempt at grilled cheese #cookingfail how am I going to survive the summer? http://t.co/OwTRsYFy,http://pbs.twimg.com/media/AuE7K06CAAEGi_B.jpg,AuE7K06CAAEGi_B.jpg,yes,no,NA,207512115018334208
"""Where did the egg go?"" @kris10brown7... I found it! #cookingfail http://t.co/YFAtGNQv",http://pbs.twimg.com/media/At6gppsCAAE5aFa.jpg,At6gppsCAAE5aFa.jpg,yes,no,NA,206779270327042048
Burnt quinoa :( #cookingfail #souschef http://t.co/EkA3uh6R,http://pbs.twimg.com/media/Atd7-9fCQAAUxUB.jpg,Atd7-9fCQAAUxUB.jpg,yes,no,NA,204768629651292161
#wtf did I just make #cookingfail @PaleoComfort @beautylish @jorgecruise @padraf http://t.co/BMKZy6RT,http://pbs.twimg.com/media/AtZGhymCQAAHsXe.jpg,AtZGhymCQAAHsXe.jpg,yes,no,NA,204428379418673153
Seriously concerned about what I just made...#cookingfail #paleo @followmefoodie @jamieoliver @nomnompaleo http://t.co/NE5aS8sM,http://pbs.twimg.com/media/AtJ3sfjCAAIb6MW.jpg,AtJ3sfjCAAIb6MW.jpg,yes,no,NA,203356539447279616
I think they are done..#cookingfail http://t.co/BmOo8I3T,http://pbs.twimg.com/media/AtGEJ_dCIAE-4j2.jpg,AtGEJ_dCIAE-4j2.jpg,yes,no,NA,203088765391085570
"Fried bowl and chocolate anyone?
#cookingfail http://t.co/FerfFjVC",http://pbs.twimg.com/media/AsSscg4CQAAJow0.jpg,AsSscg4CQAAJow0.jpg,yes,no,NA,199473889364033537
Burned mine and my sisters lunch  #cookingfail http://t.co/sIcTwbV0,http://pbs.twimg.com/media/AqylC4xCAAAxjxZ.jpg,AqylC4xCAAAxjxZ.jpg,yes,no,NA,192710353082253313
"Nothing more frustrating than turning on the oven, going to put a tray in, and finding this! #cookingfail #storagefail http://t.co/WHPQUdLr",http://pbs.twimg.com/media/ApwWmp5CEAEle8i.jpg,ApwWmp5CEAEle8i.jpg,yes,no,NA,188050137774428160
Mom just literally blew up are only good glass dish... #cookingfail http://t.co/X2zRqrJ,http://pbs.twimg.com/media/AodnjXPCIAAs6yx.jpg,AodnjXPCIAAs6yx.jpg,yes,no,NA,182228167157751808
Garlic bread for dinner anyone?? #cookingfail http://t.co/AzI0XBeT,http://pbs.twimg.com/media/AoTes8LCMAA5O9o.jpg,AoTes8LCMAA5O9o.jpg,yes,no,NA,181514748645486592
Peggy put it in the microwave to warm it up. #cookingfail http://t.co/SRrMu1x,http://pbs.twimg.com/media/AmmTZIjCEAE-48M.jpg,AmmTZIjCEAE-48M.jpg,yes,no,NA,173832120626712576
I am gonna make a BOSS wife. ;) #cookingfail http://t.co/AEfAWzfC,http://pbs.twimg.com/media/Al5fo__CEAEm7_V.jpg,Al5fo__CEAEm7_V.jpg,yes,no,NA,170678993857679361
Frying eggs in truffle oil because I've ran out of olive oil #decadent #cookingfail http://t.co/1duKBUSl,http://pbs.twimg.com/media/Alt4-KJCQAAfa6J.jpg,Alt4-KJCQAAfa6J.jpg,yes,no,NA,169862420221804544
I'm pretty sure our pan turned into a #silenthill save point last night when my husband burnt some sausage.  #cookingfail #savepoint https://t.co/KszJbknPy4,http://pbs.twimg.com/media/Dx74RD_UwAAYH8c.jpg,Dx74RD_UwAAYH8c.jpg,yes,no,NA,1089581146004955138
"Thanks for the reminder, #facebook ‍♀️ #cookingfail https://t.co/FJSduUY2Hw",http://pbs.twimg.com/media/DSi7aiNUIAIOdXt.jpg,DSi7aiNUIAIOdXt.jpg,yes,no,NA,948213789022973952
@GordonRamsay I am trying to make some @Knorr risotto.... All I can hear is you telling me how much I #fucking #suck #cookingfail I'll keep you posted. https://t.co/J0qYhSMp6r,http://pbs.twimg.com/media/DSZz7UeUQAAGZLF.jpg,DSZz7UeUQAAGZLF.jpg,yes,no,NA,947572243797770249
"Hey @InstantPot, just had a #cookingfail.  Any chance this is still usable? Or replacement part? Or just buy new?  #dumbmistake https://t.co/YFxShrQmiH",http://pbs.twimg.com/media/DxpB7RdVsAIE2vK.jpg,DxpB7RdVsAIE2vK.jpg,yes,no,NA,1088254790696525825
"House smells divine...just like  bread.

Don’t let the smell deceive you...apparently, flour is an important step... #cookingfail #bakingfail https://t.co/fD3LNaR2EO",http://pbs.twimg.com/media/Dxc2K_PXQAI58sv.jpg,Dxc2K_PXQAI58sv.jpg,yes,no,NA,1087397405698465793
Beef with broccoli. Where’s the rice you say? Burned to the bottom of the pan. This is why I have an Instant Pot. I briefly forgot. #hellofreshpics #omnomnom #cookingfail #bloggesstribe https://t.co/6Da9Iou7m8,http://pbs.twimg.com/media/DQ0BsTVUEAABNs-.jpg,DQ0BsTVUEAABNs-.jpg,yes,no,NA,940409773261971458
"Cooking in your 30’s...
Ps glad to see my dad is still holding out hope for me! #cookingfail #single #dadsarethebest https://t.co/k6olLHEJJQ",http://pbs.twimg.com/media/DxFhW-EXgAAOQTp.jpg,DxFhW-EXgAAOQTp.jpg,yes,no,NA,1085756040019357696
#RicePooding #ricecooker #cookingfail #CatsOfTwitter https://t.co/O3HHIoB85b,http://pbs.twimg.com/media/Dw0Y8KEXQAAgXXD.jpg,Dw0Y8KEXQAAgXXD.jpg,yes,no,NA,1084550513595740160
"You know you shouldn’t be cooking  when you sneeze directly into the food you’re preparing ... 
#cookingfail #kitchendisaster #badcook #imstillgoingtoeatit #sorrywife https://t.co/K8ObBaflAU",http://pbs.twimg.com/media/DQQJWivVQAAGfOJ.jpg,DQQJWivVQAAGfOJ.jpg,yes,no,NA,937884913373720576
"Well, sure done fucked that up.
#Cooking #cookingfail #fail https://t.co/RxUhgIes3u",http://pbs.twimg.com/media/DwBqT4MUwAAak3d.jpg,DwBqT4MUwAAak3d.jpg,yes,no,NA,1080980809539035137
"Ever tried eating spicy #cookies ? Don't. I dropped too much ginger in my cookies and now no one will eat them.
What a waste 
#cookingfail https://t.co/DVxtx0mEPF",http://pbs.twimg.com/tweet_video_thumb/DvfMNK1XgAAkdaK.jpg,DvfMNK1XgAAkdaK.jpg,yes,no,NA,1078555223474397184
Nothing says Christmas like burning the shit out of your side dishes. #cookingfail https://t.co/elKFjwctWu,http://pbs.twimg.com/tweet_video_thumb/DvJQUHqWkAAud2H.jpg,DvJQUHqWkAAud2H.jpg,yes,no,NA,1077011574781546498
Ugh. Ultimate #wifefail tonight. I couldn't figure out why I made SO MUCH rice until I realized I cooked 2 cups of uncooked rice in 2 cups of water #cookingfail #crunchyrice https://t.co/rO1Geof4CI,http://pbs.twimg.com/tweet_video_thumb/DPg9eeuU8AE-HKV.jpg,DPg9eeuU8AE-HKV.jpg,yes,no,NA,934564530071490560
Mug cake...expectations vs reality #cookingfail #mugcake #nailedit https://t.co/5qNe0H5K2Q,http://pbs.twimg.com/media/DPeVF4SW4AAsXgU.jpg,DPeVF4SW4AAsXgU.jpg,yes,no,NA,934379388002586624
I forgot that I put tater tots in the oven. #cookingfail https://t.co/ptiPHxqG9E,http://pbs.twimg.com/media/DPcFKWlUMAAhZfv.jpg,DPcFKWlUMAAhZfv.jpg,yes,no,NA,934221159826120704
When you don't read the instructions... #cookingfail https://t.co/Pbyh6XBOv9,http://pbs.twimg.com/media/DPWMfUkW0AEUPCH.jpg,DPWMfUkW0AEUPCH.jpg,yes,no,NA,933806988810768385
"""Frozen burrito bag"" https://t.co/WPUneB0ONC #Cooking #cookingfail #Badmoms https://t.co/xgYpJoDxVw",http://pbs.twimg.com/media/DtnT8tvWkAA8f-d.jpg,DtnT8tvWkAA8f-d.jpg,yes,no,NA,1070119428002643968
"Welp, I suppose it’s not meant to be with myself and a @pamperedchef cooking stone. I appreciate that they replaced my last one, but this one didn’t even get seasoned and cracked while cooking a frozen pizza. #cookingfail #kitchennightmares https://t.co/oAHZCmyoBR",http://pbs.twimg.com/media/DOfBeAnVoAAeaah.jpg,DOfBeAnVoAAeaah.jpg,yes,no,NA,929924579643899904
Last night my roommate used one of these to try and cook a burrito and I’ve never felt so ashamed for someone until that moment.... #cookingsnob #fail #cookingfail https://t.co/84Wo5SzU9C,http://pbs.twimg.com/media/Dtlvi6-UUAAEHZK.jpg,Dtlvi6-UUAAEHZK.jpg,yes,no,NA,1070009035729051648
Have you ever tried making your own curry and failed? Tell us your stories! #cookingfail https://t.co/mPtcchLavR https://t.co/qmREvSRNVa,http://pbs.twimg.com/media/DNSzyldUIAEFD5z.jpg,DNSzyldUIAEFD5z.jpg,yes,no,NA,924561508159418369
#ThanksgivingEve #thanksgiving #cookingfail #wecantcook https://t.co/TymLRECmDd,http://pbs.twimg.com/media/DsjNJaxUwAAyqJ8.jpg,DsjNJaxUwAAyqJ8.jpg,yes,no,NA,1065326880381853696
Using wine to make gravy is against god. The allfather doesn’t want his children eating sour meat sauce. #holidaycooking #Thanksgiving #cookingfail https://t.co/LDbTlRwy5l,http://pbs.twimg.com/tweet_video_thumb/DsSqRFjUcAA1pDl.jpg,DsSqRFjUcAA1pDl.jpg,yes,no,NA,1064162631156736002
"Forever trapped.
#fail #cooking #cookingfail https://t.co/HV824O9iAw",http://pbs.twimg.com/media/DLM-OPrVYAI3exT.jpg,DLM-OPrVYAI3exT.jpg,yes,no,NA,915143607211802624
"When you forget to cook the rest of the dinner
#cookingfail #youtuber #vlogger https://t.co/mnjq60FQ80",http://pbs.twimg.com/media/DsObrmKW0AAscG9.jpg,DsObrmKW0AAscG9.jpg,yes,no,NA,1063865133158621190
"The moment you realize your son will never be chef! 

#cookingfail #Microwaveturkey #Thanksgivingrecipe https://t.co/kr8tybS5KP",http://pbs.twimg.com/media/DsJiSPNVsAA7Du-.jpg,DsJiSPNVsAA7Du-.jpg,yes,no,NA,1063520843815239681
"Welp, it's official folks, my @pamperedchef baking stone cracked in the oven. Quite the loud pop! #cookingfail #canthandletheheat https://t.co/YNyA4DnobN",http://pbs.twimg.com/media/DK2yEgcVwAEs6z2.jpg,DK2yEgcVwAEs6z2.jpg,yes,no,NA,913582092721602562
When was the last time you doublechecked your #homeowner's #insurance coverage? #turkey #holidays #cookingfail https://t.co/pLIQiRrHQF https://t.co/By3RPOqrSM,http://pbs.twimg.com/ext_tw_video_thumb/1063181136480874496/pu/img/hZXTQpRK-X07l0Ng.jpg,hZXTQpRK-X07l0Ng.jpg,yes,no,NA,1063182497360609280
I just burnt dinner. Now the house smells of burntness and the wife will be home in half an hour #cookingfail #Cooking https://t.co/QoVEOTfLsV,http://pbs.twimg.com/tweet_video_thumb/DKl9fxIXoAArwcR.jpg,DKl9fxIXoAArwcR.jpg,yes,no,NA,912398392705343494
I tried to eat healthy but left the onion in the fridge. Since June I think . It’s already sprouting ‍♂️#Foodie #CookingFail https://t.co/1SdF4V1rJY,http://pbs.twimg.com/media/DrwhvbFWkAAPlr7.jpg,DrwhvbFWkAAPlr7.jpg,yes,no,NA,1061760718305927168
