Tweet,Image_Url,Image_Name,Qn1,Qn2,Qn3,Tweet_id
Also when your bloomer looks oddly suggestive #bakingfail #bakingg #bread  https://t.co/FVQDS4DIfX,http://pbs.twimg.com/media/C_KdTvaXYAAkW3A.jpg,C_KdTvaXYAAkW3A.jpg,yes,yes,partial,860923452399775745
"Well, shit.  #adventuresinbaking #awkward #bakingfail #ihopeittastesgood #homemade #newrecipe #epicfail #ishouldh… https://t.co/qVgSYpTHm4 https://t.co/zZOppWeqbd",http://pbs.twimg.com/media/C-_ePO_UIAAWU6Q.jpg,C-_ePO_UIAAWU6Q.jpg,yes,yes,partial,860150408706113537
Tried to make Wookie Cookies. Failed. It's 1am -- I give up. At least they will taste good! #bakingfail https://t.co/aiUwobrvoi,http://pbs.twimg.com/media/C-9SgdFUMAEHfSC.jpg,C-9SgdFUMAEHfSC.jpg,yes,yes,partial,859996779009409024
Hey @GTownCupcake I had a black bottom cupcake tonight. Entire bottom half was just dry cake crumble. ? #bakingfail  https://t.co/oKgcMvHG3q,http://pbs.twimg.com/ext_tw_video_thumb/859583163865190401/pu/img/IbvGoWSqFrPFawYQ.jpg,IbvGoWSqFrPFawYQ.jpg,yes,yes,partial,859583202863796225
This cake I made looks like a depressed fish. #bakingfail https://t.co/EqJpXUgQWA,http://pbs.twimg.com/media/C-IajIaUMAEc39w.jpg,C-IajIaUMAEc39w.jpg,yes,yes,partial,856276079526498305
Baking urge went wrong today. Made these #applemuffins https://t.co/MSRARZqdw2 Ugh. Looked alright but dry &amp; horrible. #bakingfail https://t.co/jgVhLn1eZZ,http://pbs.twimg.com/media/C-FEFdZXsAA_nUs.jpg,C-FEFdZXsAA_nUs.jpg,yes,yes,alt,856040362468573184
Pastry shrank in oven and custard overflowed and burnt the sides! Now the lemon tart looks like a giant Portuguese egg tart. #bakingfail https://t.co/yAsGOl3Edy,http://pbs.twimg.com/media/C9cm4lzXcAAKmTL.jpg,C9cm4lzXcAAKmTL.jpg,yes,yes,partial,853193809739513856
Just made a batch of #snickerdoodles that taste like you're doing the #cinnamonchallenge #bakingfail https://t.co/iI3hiHlBDI,http://pbs.twimg.com/media/C87CP2IWsAAnk_g.jpg,C87CP2IWsAAnk_g.jpg,yes,yes,alt,850830964439830528
This is why I'm test baking for Seder. #bakingfail https://t.co/OOIsLlS0eR,http://pbs.twimg.com/media/C84Us4WUAAAroQO.jpg,C84Us4WUAAAroQO.jpg,yes,yes,perfect,850640171129217025
"I made biscotti. Biscotti crumble, I guess. #bakingfail https://t.co/DCnScRFW5u",http://pbs.twimg.com/media/C8iPuXyXgAEV6Ex.jpg,C8iPuXyXgAEV6Ex.jpg,yes,yes,partial,849086565540352003
Who wants to see my really rubbish Minecraft cake? #minecraft #goals #bakingfail #birthdaycake https://t.co/7GqwjW98Ul,http://pbs.twimg.com/media/C8VENg0WsAAf9bm.jpg,C8VENg0WsAAf9bm.jpg,yes,yes,perfect,848159198114455552
When you eat a handful of maltesers and then don't have enough to decorate the cake.... #bakingfail #emergencyshopdash https://t.co/re8HBcP0to,http://pbs.twimg.com/media/C71t5EAXwAEpiYS.jpg,C71t5EAXwAEpiYS.jpg,yes,yes,partial,845953150767054849
Never made cookies before and might never again  #BakingFail #Toronto https://t.co/zvXAacmVws,http://pbs.twimg.com/media/C7zZs1mW0AAj9SL.jpg,C7zZs1mW0AAj9SL.jpg,yes,yes,partial,845790233656524800
#BakingFail #Baking for #MothersDay https://t.co/5yVI20Pgoo,http://pbs.twimg.com/media/C7xB_0mWsAIUJi_.jpg,C7xB_0mWsAIUJi_.jpg,yes,yes,partial,845623405873311744
"I hope your Friday morning's going better than mine.... #bakingfail 

#vegan #glutenfree … https://t.co/Kd0DftAe0a https://t.co/n4S43BOkxp",http://pbs.twimg.com/media/C7qjZ8DVUAAxV6G.jpg,C7qjZ8DVUAAxV6G.jpg,yes,yes,partial,845167548622520320
Don't you just hate it when this happens  #Bakingfail #kitchenstruggles https://t.co/9KBehhsoEz,http://pbs.twimg.com/media/C7hdhd5XwAA23e0.jpg,C7hdhd5XwAA23e0.jpg,yes,yes,partial,844528088822288386
"Top: What the packet looked like
Bottom: what ours looked like 
#bakingfail https://t.co/h1Rmuzzrw3",http://pbs.twimg.com/media/C7To94zXwAAjmpe.jpg,C7To94zXwAAjmpe.jpg,yes,yes,partial,843555192507432961
Banana bread looked fantastic but is unwilling to exit the tin. I can't possibly present this to my work colleagues. #bakingfail #moreforme https://t.co/sLCS6UL0Qo,http://pbs.twimg.com/media/C7IbFgGXwAAmywW.jpg,C7IbFgGXwAAmywW.jpg,yes,yes,partial,842765870883586048
Cookie icing (don't ask) + warm cupcakes = ugliest dessert in the world #bakingfail https://t.co/sbeKD1tBKt,http://pbs.twimg.com/media/C6jFRw2V0AAqh34.jpg,C6jFRw2V0AAqh34.jpg,yes,yes,CD,840138247401484289
Keeping it real #bakingfail #poundcakeoverflow #notaperfectpastorswife https://t.co/VYiM4YgIdJ,http://pbs.twimg.com/media/C6Vve9pVUAAL6iI.jpg,C6Vve9pVUAAL6iI.jpg,yes,yes,partial,839199507585851392
My kardemummakakka was more of a kardemummacockup due to lack of bundt tins @johnlewisretail  #bakingfail https://t.co/eLW06YQOd0,http://pbs.twimg.com/media/C58zoUIWgAAtywn.jpg,C58zoUIWgAAtywn.jpg,yes,yes,partial,837444830892601346
Beautiful but baking fail. Not enough thickener.#bakingfail https://t.co/faGUbeRqLJ,http://pbs.twimg.com/media/C5c9oE-WAAEjzA2.jpg,C5c9oE-WAAEjzA2.jpg,yes,yes,partial,835204063969087488
Fail! Still to hot to turn out... Fix I  the making. #bakingfail #cake #oops https://t.co/FtBoX1w0iZ https://t.co/vsfgGFd6uX,http://pbs.twimg.com/media/C5PIE4ZWMAEa-K_.jpg,C5PIE4ZWMAEa-K_.jpg,yes,yes,CD,834230343439962115
It certainly isn't the cutest of cakes....haha #cakefail #bakingfail #cake #justyouraveragebaker #baking https://t.co/trRqoMEHFY,http://pbs.twimg.com/media/C5JjJgzUYAIGtn7.jpg,C5JjJgzUYAIGtn7.jpg,yes,yes,partial,833838068045975552
I love baking and have had many a triumph. This isn't one of them. I seem to have created a cookie flapjack hybrid.  #bakingfail https://t.co/ez9jWS5hbZ,http://pbs.twimg.com/media/C4jimGUW8AEWNmH.jpg,C4jimGUW8AEWNmH.jpg,yes,yes,partial,831163319469932544
"Argh, i left out the cornflour. #bakingfail. New batch (with cornflour) in the oven! @primrosebakery Victoria Sponge recipe. https://t.co/LWEgM5Okov",http://pbs.twimg.com/media/C4fZ1clW8AAuBOi.jpg,C4fZ1clW8AAuBOi.jpg,yes,yes,partial,830872188093919233
Sometimes we try out themed bakes for the kids... They don't always turn out how we expect  #Fail #BakingFail https://t.co/JvJl7YHWm6 https://t.co/3UE258vJHU,http://pbs.twimg.com/media/C4QOVc6XAAAhVER.jpg,C4QOVc6XAAAhVER.jpg,yes,yes,partial,829803999851376641
"A #freefrom substitution too far = a #bakingfail  still taste yum, but def not a brownie! https://t.co/eOQ6Blwwzu",http://pbs.twimg.com/media/C4OZ2AsWMAM9Zzf.jpg,C4OZ2AsWMAM9Zzf.jpg,yes,yes,partial,829676118194155520
"Oh no! So distracted by #auslibchat, I forgot to turn down the oven temp! #bakingfail https://t.co/Vxn2457LCa",http://pbs.twimg.com/media/C4D8_a-UoAAa8Oc.jpg,C4D8_a-UoAAa8Oc.jpg,yes,yes,partial,828940578628833280
TFW When you're tired &amp; munted &amp; forget to put baking cups in the tin before making #cupcakes #bakingfail https://t.co/acLXwxuip9,http://pbs.twimg.com/media/C3tygijUkAA-Jx2.jpg,C3tygijUkAA-Jx2.jpg,yes,yes,partial,827380861418889216
That didn't go as planned. #burnedtoast #bakingfail https://t.co/n0A0VbqVfT,http://pbs.twimg.com/media/C3gQeaWUMAAfktY.jpg,C3gQeaWUMAAfktY.jpg,yes,yes,partial,826428703458590720
"Love our free cookies in the lobby? This batch didn't make the cut, but staff sure enjoyed them!  #bakingfail https://t.co/F0CrJx4OUx",http://pbs.twimg.com/media/C1_5pBCVIAAqS5m.jpg,C1_5pBCVIAAqS5m.jpg,yes,yes,partial,819648147034996736
"When your corn muffins are ""with child"" #BakingFail https://t.co/WoRoalvZ1M",http://pbs.twimg.com/media/C1zoLQaXcAAgPR5.jpg,C1zoLQaXcAAgPR5.jpg,yes,yes,CD,818784515506270208
What my husband wanted vs. how I made it. #bakingfail #notdomesticstill #happybirthdaybabe https://t.co/QhSEqQerlL,http://pbs.twimg.com/media/C1r1HZ2UkAA_kxi.jpg,C1r1HZ2UkAA_kxi.jpg,yes,yes,partial,818235805017788418
(Accidentally) caramel overload #baking #bake #caramel #delicious #bakingfail  preview for upcoming video https://t.co/j3NHPYK5yd https://t.co/jOWAgGULrb,http://pbs.twimg.com/media/C1hONzEWQAAMJka.jpg,C1hONzEWQAAMJka.jpg,yes,yes,alt,817489338586038272
Burnt Leftovers anyone? Sigh... #bakingfail #burntcookietrauma #dancefever #leftovers https://t.co/h0sEIHN8kP,http://pbs.twimg.com/media/C1LicjaXcAA1DgY.jpg,C1LicjaXcAA1DgY.jpg,yes,yes,partial,815963474643845121
When you forget the baking powder in a muffin recipe  #bakingfail #flatmuffins #messedu… https://t.co/J70P4qyhwD https://t.co/iyr2MRQ35y,http://pbs.twimg.com/media/C1IvwhuXgAAQ-MP.jpg,C1IvwhuXgAAQ-MP.jpg,yes,yes,partial,815766994976907264
"I guess when the package says ""makes 24"", making 12 is a bad idea.. #BakingFail #HappyNYE https://t.co/62rKjzkRvq",http://pbs.twimg.com/media/C1BNshIXcAAHQXz.jpg,C1BNshIXcAAHQXz.jpg,yes,yes,partial,815236962172989440
Buy my new abult book Dare to Breathe  but avoid my baking at all costs #bakingfail More scrambled egg than quiche... #romancereaders https://t.co/P8tCgGHt9q,http://pbs.twimg.com/media/C0y38INVIAAbvXC.jpg,C0y38INVIAAbvXC.jpg,yes,yes,partial,814227900077522945
This is what happens when you bake while distracted! #kitchenfail #bakingfail #domesticallychallenged https://t.co/oPDsRyoQZ5,http://pbs.twimg.com/media/C0ZvjRmUoAAopPv.jpg,C0ZvjRmUoAAopPv.jpg,yes,yes,partial,812459439089274880
"Frack you, flat thumbprints. #bakingfail https://t.co/karOg7qoaH",http://pbs.twimg.com/media/C0X-s1EXEAApg2I.jpg,C0X-s1EXEAApg2I.jpg,yes,yes,CD,812335361628184577
Apparently I'm a gingerbread slumlord #bakingfail #itdidntevetastegood https://t.co/kXtc6otJQP,http://pbs.twimg.com/media/C0XUrAkXcAA0NYM.jpg,C0XUrAkXcAA0NYM.jpg,yes,yes,partial,812289152645529600
Update - that was a horrible idea. Also this recipe might not be the best. Now I have crumbly chocolate chip cookie spheres.  #bakingfail https://t.co/uE5o83KcDm,http://pbs.twimg.com/media/C0VLIpiUsAAv4ra.jpg,C0VLIpiUsAAv4ra.jpg,yes,yes,partial,812137940134559744
I don't think I'll be getting a job @magnoliabakery anytime soon. #bakingfail #happy30thbirthdaychristinanoel https://t.co/NUfbgeS6Em,http://pbs.twimg.com/media/C0UgqQtXAAAFIr4.jpg,C0UgqQtXAAAFIr4.jpg,yes,yes,perfect,812091251046617088
Was so looking forward to homemade bread for lunch. Shame I forgot the yeast! #bakingfail https://t.co/i54QjHJ1Fo,http://pbs.twimg.com/media/C0SQCfjW8AAmoN6.jpg,C0SQCfjW8AAmoN6.jpg,yes,yes,perfect,811932229207289856
Noted. Apparently gluten free thumb print cookies are not a thing... any advice? #bakingfail @ELomax15 https://t.co/z2fLaMWQ6P,http://pbs.twimg.com/media/C0Pg451VQAAl8I-.jpg,C0Pg451VQAAl8I-.jpg,yes,yes,partial,811739643125366788
"last night I'm p sure I learned how my mom used to make ""reindeer poop"" for the front lawn for Christmas morning #bakingfail https://t.co/zO7veegnk5",http://pbs.twimg.com/media/C0LNZKrXcAEbr3K.jpg,C0LNZKrXcAEbr3K.jpg,yes,yes,partial,811436721552363521
To make up for my #bakingfail of earlier... Brownies and rocky road http://t.co/Mx5gfIeOSD,http://pbs.twimg.com/media/B3zKTJDIQAEIDdf.jpg,B3zKTJDIQAEIDdf.jpg,yes,yes,perfect,539528508821999617
A slice of my hideous cake...thank God it tastes good! #bakingfail http://t.co/r58Ms7RijZ,http://pbs.twimg.com/media/BeYa0izIYAA9Zmr.jpg,BeYa0izIYAA9Zmr.jpg,yes,yes,perfect,425056705031188480
my cats decided to gain some weight in the oven #bakingFAIL http://t.co/VRUdMLSTai,http://pbs.twimg.com/media/B2cXd0OCIAAUckT.jpg,B2cXd0OCIAAUckT.jpg,yes,yes,partial,533420891351175168
"No idea how people bake &amp; stay clean. Spent 5hrs making a #cake, it looks shit &amp; this is how I ended up #bakingfail http://t.co/ByrhAEHtSF",http://pbs.twimg.com/media/Bo6pjSZCUAAWGD-.jpg,Bo6pjSZCUAAWGD-.jpg,yes,yes,partial,472501441597558784
This is what happens with you forget to put flour in your banana bread! Smells lush though.  #bakingfail http://t.co/mAg6c04tQJ,http://pbs.twimg.com/media/Bj9zTnqIEAATROL.jpg,Bj9zTnqIEAATROL.jpg,yes,yes,partial,450205268912394240
#bakingfail! What happens when I cook when stressed. Luckily 2nd batch worked as theyre for my 3yo neighbours bday. http://t.co/KxOyNkk52c,http://pbs.twimg.com/media/B4DHbEBCQAESE0h.jpg,B4DHbEBCQAESE0h.jpg,yes,yes,perfect,540651234370138112
I love cooking breakfast so much... even when my cinnamon streusel muffins fall apart.  #bakingfail http://t.co/nzIw0pJzDN,http://pbs.twimg.com/media/B4laQfKCEAAG40g.jpg,B4laQfKCEAAG40g.jpg,yes,yes,partial,543064484798271488
My banana bread looks more like meatloaf.  Should have used the big oven instead. #bakingfail #stilltastesok #weird http://t.co/wJqwWA4Bax,http://pbs.twimg.com/media/B4eF_kmCQAAs7uh.jpg,B4eF_kmCQAAs7uh.jpg,yes,yes,partial,542549616672382976
Homemade macarons. Nailed it. #bakingfail http://t.co/IlaJXx76Kc,http://pbs.twimg.com/media/B4S_ZINIQAEXfy6.jpg,B4S_ZINIQAEXfy6.jpg,yes,yes,partial,541768299638689794
Bummer! RIP my little friends... #Cookiedisaster #Bakingfail http://t.co/QtjshKMrzH,http://pbs.twimg.com/media/B4OO7ClCcAAss6S.jpg,B4OO7ClCcAAss6S.jpg,yes,yes,partial,541433529486151680
Death of the turtle brownies. #browniefail #bakingfail http://t.co/3oJClF7NtY,http://pbs.twimg.com/media/B3pR2ehIYAA1hmT.jpg,B3pR2ehIYAA1hmT.jpg,yes,yes,partial,538833108070838272
Not all my baking comes out well. Supposed to be mini cheesecakes #bakingfail http://t.co/6Pyr5SAj1S,http://pbs.twimg.com/media/B3dLRArIAAAahIS.jpg,B3dLRArIAAAahIS.jpg,yes,yes,partial,537981436230647810
First cupcakes ever made. I think I need some practice. :) #bakingFail #kindergartenCupcakes  help me @MarthaStewart http://t.co/AJWao98KxH,http://pbs.twimg.com/media/B3apk_iCEAEwAcv.jpg,B3apk_iCEAEwAcv.jpg,yes,yes,partial,537803664245530624
Why do some of my cookies look like pancakes and the others like scones? #bakingfail http://t.co/yY6D97KGOi,http://pbs.twimg.com/media/B2_0bGtIUAARgaO.jpg,B2_0bGtIUAARgaO.jpg,yes,yes,partial,535915645909880833
Here's what happens when you forget to set a timer on the oven and forget about your cookies!!  #bakingfail http://t.co/CCWfRkKtAO,http://pbs.twimg.com/media/B25dOczIEAAZZEw.jpg,B25dOczIEAAZZEw.jpg,yes,yes,partial,535467929182425089
First accident of our cookie decorating adventure for our @UnitedWayCgy fundraiser! @Propellus #bakingfail http://t.co/nkG0gM8p8O,http://pbs.twimg.com/media/B2wPjc9CcAAFguT.jpg,B2wPjc9CcAAFguT.jpg,yes,yes,partial,534819570100367360
My muffins have raspberry tumors  #bakingfail http://t.co/7uunr7BhY4,http://pbs.twimg.com/media/B2r8VqoCIAAcMna.jpg,B2r8VqoCIAAcMna.jpg,yes,yes,partial,534516960810123264
@Pillsbury One of these things is not like the other.... #bakingfail #christmascookies http://t.co/5Gzz9nnAD8,http://pbs.twimg.com/media/B2dHvkqCYAEaGom.jpg,B2dHvkqCYAEaGom.jpg,yes,yes,partial,533473969069113345
Why you should always use a muffin pan.. #bakingfail Monkey bread looking pancake muffins. #youknowyouwantsome http://t.co/TYVAduIdwX,http://pbs.twimg.com/media/B2Ca-AhCEAAw-G3.jpg,B2Ca-AhCEAAw-G3.jpg,yes,yes,partial,531595154092982272
No domestic skills at all #bakingfail cant even make a bundt cake http://t.co/ucfWgxLf50,http://pbs.twimg.com/media/B1jmfHQCUAAlTHA.jpg,B1jmfHQCUAAlTHA.jpg,yes,yes,partial,529426386952663041
@JoshThomas87 maccaroons.... charmaine style.. they came out perfect #bakingfail http://t.co/WBjKsRz4jc,http://pbs.twimg.com/media/B1gdt1JCAAAJo20.jpg,B1gdt1JCAAAJo20.jpg,yes,yes,partial,529205641219305474
"FUCK #bakingfail #theyshouldbe #chocolatechipcookies 
They look and smell like eggs.... ._.' http://t.co/385G1sqdS3",http://pbs.twimg.com/media/B1PeBj4IQAALd6-.jpg,B1PeBj4IQAALd6-.jpg,yes,yes,partial,528009700781350912
And then this happened... #impatience #inahurry #bakingfail http://t.co/ywLhzuxrgj http://t.co/Qxx5NM3HMw,http://pbs.twimg.com/media/B1C5SunIcAA7Wy6.jpg,B1C5SunIcAA7Wy6.jpg,yes,yes,partial,527124888247873536
Making macaroons is not something I'm good at! #bakingfail http://t.co/ihjNQmLnUm,http://pbs.twimg.com/media/B00WiVmCcAAID17.jpg,B00WiVmCcAAID17.jpg,yes,yes,partial,526101521248055296
Oh dear! Haha  #bakingfail http://t.co/QjabnMWOnU,http://pbs.twimg.com/media/BzrcFbkCMAA7GE-.jpg,BzrcFbkCMAA7GE-.jpg,yes,yes,partial,520970721808642048
Hmm I think I should've made these a bit smaller... #bakingfail http://t.co/blYSG7EwQB,http://pbs.twimg.com/media/BzIRNLUIEAAPFVV.jpg,BzIRNLUIEAAPFVV.jpg,yes,yes,partial,518495826092777472
"#NoteToSelf: contrary to what the recipe says, chocolate chips only need 1 min. in your microwave to melt #bakingfail http://t.co/J16kQ5tbsT",http://pbs.twimg.com/media/By-iaxYIAAAv4sc.jpg,By-iaxYIAAAv4sc.jpg,yes,yes,partial,517811068014694400
Realizing you forgot a main ingredient two hours after you're done baking... #annoyed #bakingfail http://t.co/vN7uPkry4z,http://pbs.twimg.com/tweet_video_thumb/ByRiXOjCEAIjlcA.png,ByRiXOjCEAIjlcA.png,yes,yes,partial,514644427240124416
When will I ever learn to make sure the flapjack is COMPLETELY cold before slicing... :-( #bakingfail http://t.co/4c5toIYael,http://pbs.twimg.com/media/BxWsmH_CMAASqEl.jpg,BxWsmH_CMAASqEl.jpg,yes,yes,partial,510503930137411584
National Hot Cross Bun Day (Sept 11) - made them #glutenfree but not that nice #bakingfail :( #nationalhotcrossbunday http://t.co/fy7bwR4DJJ,http://pbs.twimg.com/media/BxTABYcCUAEwzoF.jpg,BxTABYcCUAEwzoF.jpg,yes,yes,partial,510243788527128576
"Cookie pancakes... I have no idea what went wrong, but they taste ok. #bakingfail http://t.co/cR0z3YKNyh",http://pbs.twimg.com/media/Bw8zzP5IAAE7vBn.jpg,Bw8zzP5IAAE7vBn.jpg,yes,yes,partial,508682239195246592
Rye Bread is my nemesis #bakingfail http://t.co/HqsUM4ut5U,http://pbs.twimg.com/media/Bw1eQGqIEAAgmvX.jpg,Bw1eQGqIEAAgmvX.jpg,yes,yes,partial,508165982289166336
Oops we appear to have sprung a leak. #bakingfail #GBBO #ExtraSlice http://t.co/CINERhB49O,http://pbs.twimg.com/media/BwdgKUXIUAEjv67.jpg,BwdgKUXIUAEjv67.jpg,yes,yes,partial,506479214804365312
"Failed at baking a cake tonight, definitely won't be applying for bake off next year! #ExtraSlice #bakingfail http://t.co/rKZ22kXpLI",http://pbs.twimg.com/media/BwJ-jsCCMAAIEgJ.jpg,BwJ-jsCCMAAIEgJ.jpg,yes,yes,partial,505105261888303104
@LaPetitLion @iain_watters @marthacollison #bakingfail I think I've guaranteed my place on #GBBO 2015 http://t.co/0bfnUcb5lS,http://pbs.twimg.com/media/BwH-Vb_IQAAxtio.jpg,BwH-Vb_IQAAxtio.jpg,yes,yes,partial,504964281641996289
Remembered these were in the oven half an hour after they were supposed to come out #bakingfail http://t.co/2bKP6JUrKs,http://pbs.twimg.com/media/BvgI97KIIAIp0Qj.jpg,BvgI97KIIAIp0Qj.jpg,yes,yes,partial,502161220225748992
Ever wondered how to turn 12 madeleines into 6? Overfill the moulds! Doh! 1st attempt making madeleines! #bakingfail http://t.co/a3i2LLDzdl,http://pbs.twimg.com/media/BvRRnBgCcAAb0GZ.jpg,BvRRnBgCcAAb0GZ.jpg,yes,yes,partial,501115190793224193
@SundayBrunchC4 having a bake off in work and your recipe has ended up in the bin #bakingfail http://t.co/q1pxhg7t4R,http://pbs.twimg.com/media/Bu6YSxNIgAEGoTk.jpg,Bu6YSxNIgAEGoTk.jpg,yes,yes,partial,499504057976107008
What was meant to be mocha Swiss roll is now mocha layer cake #bakingfail http://t.co/GLlcOioJft,http://pbs.twimg.com/media/Burz_lUCAAAnb5h.jpg,Burz_lUCAAAnb5h.jpg,yes,yes,partial,498479022490521600
Slightly ugly stilton pastries made and ready to catch up on #GBBO14 #baking #bakingfail http://t.co/NHVpYhv3yZ,http://pbs.twimg.com/media/BudV2svIYAASsV7.jpg,BudV2svIYAASsV7.jpg,yes,yes,partial,497460682972213248
*sigh* I suck at making rollcake @RosannaPansino #bakingfail http://t.co/aEV9MDnUGk,http://pbs.twimg.com/media/Bua2gnYIcAAHvjz.jpg,Bua2gnYIcAAHvjz.jpg,yes,yes,partial,497285480980172800
@PioneerWomanRee trying the blue galette but I am no PW #bakingfail #sadGalette #baking http://t.co/XofYZnaFUP,http://pbs.twimg.com/media/Bt63sUzCIAAu7ZZ.jpg,Bt63sUzCIAAu7ZZ.jpg,yes,yes,partial,495034981958180864
A true baker does not give in when her butterscotch fails to set Recycling this slop to make Rocky Road! #bakingfail http://t.co/HjjXr34Sc9,http://pbs.twimg.com/media/BtAYeJyIMAAlzjY.jpg,BtAYeJyIMAAlzjY.jpg,yes,yes,partial,490919270088728577
Mom someone blew a load on your cupcakes  #bakingfail http://t.co/OqcJRfjJra,http://pbs.twimg.com/media/BsV8hOoIMAE_wDl.jpg,BsV8hOoIMAE_wDl.jpg,yes,yes,partial,487933045157396480
This *may* have over-risen... #riseuntilquadrupled #bakingfail http://t.co/iZVN9jSKa0,http://pbs.twimg.com/media/Br1cJLECUAEogpL.jpg,Br1cJLECUAEogpL.jpg,yes,yes,partial,485645647630962689
"This is what happens when the birthday cake you're making falls apart. Oh, the tragedy! @bakingfail http://t.co/OXRTOXbhew",http://pbs.twimg.com/media/Br1AsG1CQAAVr3p.jpg,Br1AsG1CQAAVr3p.jpg,yes,yes,partial,485615476307808256
Example two: shaggy and potentially gross black/raspberry scones. #bakingfail http://t.co/pWmxyGaT62,http://pbs.twimg.com/media/BrtjQvzCQAAGWKl.jpg,BrtjQvzCQAAGWKl.jpg,yes,yes,partial,485090531786391554
Example one: strawberry pie with shrunken crust and too small pie tin. #bakingfail http://t.co/A0KGDfbvYO,http://pbs.twimg.com/media/Brti2JnCQAAYT76.jpg,Brti2JnCQAAYT76.jpg,yes,yes,partial,485090074674331649
First attempt at fondant fancies #bakingfail #willkeeptrying #fondantfancies http://t.co/l1hxK95qlX,http://pbs.twimg.com/media/Bqclc-yIQAAXVyo.jpg,Bqclc-yIQAAXVyo.jpg,yes,yes,partial,479393065497796609
Id say they look pretty similar #bakingfail http://t.co/qnKGPX3yT1,http://pbs.twimg.com/media/BqWCiqEIUAA0fYa.jpg,BqWCiqEIUAA0fYa.jpg,yes,yes,partial,478932467861442560
I'm not impressed with these chocolate cakes we just got out the oven! They look more like giant cookies! #bakingfail http://t.co/FVYZbEnm85,http://pbs.twimg.com/media/BqBT647IcAEgzZS.jpg,BqBT647IcAEgzZS.jpg,yes,yes,partial,477473835726692352
Make chocolate peanut butter cupcakes for sis's grad party #bakingfail http://t.co/JnZqNXOT0j,http://pbs.twimg.com/media/BpeC3n5IcAAnmjK.jpg,BpeC3n5IcAAnmjK.jpg,yes,yes,partial,474992179065409536
Dammit. My meringues deflated. #BakingFail http://t.co/FNXDx3Cpzj,http://pbs.twimg.com/media/BoHqeNKIEAANxcA.jpg,BoHqeNKIEAANxcA.jpg,yes,yes,partial,468913643149856768
Ooops. #cupcakes #fail #bakingfail #baking #wtf http://t.co/jcWQBZXInx,http://pbs.twimg.com/media/Bm9gIjiCEAA2OBx.jpg,Bm9gIjiCEAA2OBx.jpg,yes,yes,partial,463694989470339077
Any suggestions on what to do with a loaf of bread with a hole all the way through #udis #bakingfail http://t.co/ZNZ3PU8lwD,http://pbs.twimg.com/media/BlqhFy_IIAAHEFv.jpg,BlqhFy_IIAAHEFv.jpg,yes,yes,partial,457855433215336448
Attempted to make Zucchini and Walnut bread. Sort if disastrous. Tastes amazing. #bakingfail http://t.co/mfB7xgBKA2,http://pbs.twimg.com/media/Bli35vKIUAEgkwt.jpg,Bli35vKIUAEgkwt.jpg,yes,yes,partial,457317565665398785
"This isbwhat happens when you use a @Tesco packet mix, nowhere near what it should be #bakingfail http://t.co/aem0blelON",http://pbs.twimg.com/media/BkpSdZSIQAA2De1.jpg,BkpSdZSIQAA2De1.jpg,yes,yes,partial,453265378861654017
When you try to cover up your homemade cake icing disaster with store bought pink frosting... #gf #bakingfail http://t.co/BpZUV6SmkC,http://pbs.twimg.com/media/BjnRw7DCMAAh16T.jpg,BjnRw7DCMAAh16T.jpg,yes,yes,partial,448620276503175168
This is what followimg directions gets me. Burnt cinnamon rolls. #bakingfail http://t.co/9lLpm7iI68,http://pbs.twimg.com/media/BjahiL3CMAE6uPf.jpg,BjahiL3CMAE6uPf.jpg,yes,yes,partial,447722821817364480
my sad little mocha macaron. next time i won't skimp on the almond flour processing. #MacaronDay #BakingFail http://t.co/TqgwZykvdW,http://pbs.twimg.com/media/BjOVPtoCUAAQPFN.jpg,BjOVPtoCUAAQPFN.jpg,yes,yes,partial,446864885557637120
Baileys Irish cream cake. Frightful not the look I was going for. Will perfect for Halloween #bakingfail #uglybundt http://t.co/6ysJLU0mOf,http://pbs.twimg.com/media/Bi5Aq6uCIAAgyfK.jpg,Bi5Aq6uCIAAgyfK.jpg,yes,yes,partial,445364523659038720
Not too sure what these are but they don't look like cookies! #bakingfail http://t.co/OKx1Iwjvl3,http://pbs.twimg.com/media/BiooQNfIgAET3WM.jpg,BiooQNfIgAET3WM.jpg,yes,yes,partial,444211772543995904
"Belive it or not, these were supposed to be caramel tarts.... #bakingfail http://t.co/D9TJPIRUNK",http://pbs.twimg.com/media/BhGsw-iIYAEFsG_.jpg,BhGsw-iIYAEFsG_.jpg,yes,yes,partial,437320597128089601
Ugh..and not loaf-y in center.  #BakingFail http://t.co/VxhlwjR6If,http://pbs.twimg.com/media/BhFfD0pCAAAUzcH.jpg,BhFfD0pCAAAUzcH.jpg,yes,yes,partial,437235158266019842
I think I'll make a good baker some day don't you? #bakingfail http://t.co/tXTBvwcsQN,http://pbs.twimg.com/media/Bg7fVd_IAAAj7D2.jpg,Bg7fVd_IAAAj7D2.jpg,yes,yes,partial,436531774001541120
"Who knew cheesecake could explode?
#bakingFAIL http://t.co/SsDDmiKfp7",http://pbs.twimg.com/media/Bgc8dQyIAAAHYwS.jpg,Bgc8dQyIAAAHYwS.jpg,yes,yes,partial,434382362634637312
Tried to make snicker brownies for valentines and the outcome was poor #bakingfail http://t.co/gjxdtDz6KV,http://pbs.twimg.com/media/BgYh-HXIcAA2kho.jpg,BgYh-HXIcAA2kho.jpg,yes,yes,partial,434071765229506560
